,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
800,theintimacyguide,a,9,2022-12-11 03:19:32.320854,name found,Aude Barras,"Ibiza, Spain",76 followers,English,Joined in Jul 2019,"Aude is an intimacy guide who specializes in embodiment practices. Having studied with masters’ throughout the world her work is a synthesis of tantric, Taoist and shamanic sexual teachings.  Her passion and her mission is to bring people into a deeper and more delicious connection with themselves at every level, physical, emotional, mental and spiritual. She creates magical ceremony, encouraging ecstatic bliss and empowerment....read more",https://users.insighttimer.com/M3H4j9h1X3p3f7W2X0J6L7Q0v9s4A0K7u7D7W0u3Z9K3A8S4h8P6r1P5G3n6C2L7C8X3k9H7Z2S7G2F0W0M5x8E2D9W6g9n3C2b0/pictures/square_medium.jpeg
801,alextacket,a,9,2022-12-11 03:19:34.959977,name found,Alex Tacket,,76 followers,English,Joined in Apr 2020,"Alex is an intuitive healer & coach for women who have finally outgrown a world designed to keep them small, quiet & feeling unworthy. Like many others, she was catapulted into the healing world through a series of traumatic life events that left her with no choice but to become the one to take her own power back physically & emotionally. Alex lives in LA coaching, running her company & leading retreats all over the world....read more",https://users.insighttimer.com/W6F5r8u4m3Y3K6v5D2a1N9F1Y6b6t9J2L4Q0f5M5Y5C5d4s9E1R2Y6R6g4G5J5W1S6v1u9t4K1Q6n1T1u6q0d4f3s7L6D6n6G3w4/pictures/square_medium.jpeg
802,alisasimonenko,a,9,2022-12-11 03:19:37.627991,name found,Alisa Simonenko,"Moscow, Russia",76 followers,Русский,Joined in Jul 2020,"Практикую более 5 лет, веду медитации 2 года. Буду рада поделиться своим голосом и энергией со всеми, кому откликнется моё творчество.",https://users.insighttimer.com/T5j4N8Q8B6h6g6Z5e5y3A6j1u6w0Q2F4m6j1P6y8B7e0L6x6u3m3j5f1J5u9Y6F3A9K6B3b6C5C8N8v6E0q8t0p4D5w7j6s0C3d4/pictures/square_medium.jpeg
803,ank-hara,a,9,2022-12-11 03:19:40.406292,name found,ank-hara,"London, UK",76 followers,English and Français,Joined in Jun 2020,"I am a music producer and artist from France.

I seek to empower myself with my creations, using my music as a means of affirming myself. I incorporate positive affirmations in my music, so that I can be filled with more light, grace, courage, strength, fearlessness and self-love.

By using music as a tool to empower myself I expect to empower my audience, my brothers and sisters - my reflections - anywhere in the world.
...read more",https://users.insighttimer.com/h7p0w7w1J1v4j4Q0e4U9M1g9T8T5Z8b6E8Q7A8B3a4C7U2W8z6b2G0p4W9H1T2G0m1y6a5D4n3F9N3R5W8H8t0M8s5h9A4v6U0b2/pictures/square_medium.jpeg
804,carolpcost00001,a,9,2022-12-11 03:20:07.531481,name found,Ana Carolina Costa,Brasil,75 followers,,,"Nutricionista, instrutora de meditação e de Mindful Eating. Entusiasta do autocuidado e de uma relação mais compassiva consigo mesma e com o mundo!",https://users.insighttimer.com/W3E8g9A2a8u1x6D6v6v8D7t3W3r9B6Z3J2z4q4g0T0K8k7X6b1W6G4w1R8e1L9t7s3M8H8Z7J2Q8d4w4H6S2P7t1p5H6q3d1x9s5/pictures/square_medium.jpeg
805,anuttara,a,9,2022-12-11 03:20:10.167090,name found,Anuttara Ashram,"Nass Camp, Canada",75 followers,English,Joined in Jun 2018,"Anuttara is a collective of yogis, meditators and spiritual aspirants that offers the opportunity to internalize truth into daily life through spiritual study and retreat.  This is made available through retreats, trainings, programs and living a spiritual life at Anuttara.   These offerings always involve a harmonious blend of the ancient teachings of the East and West.
Anuttara draws its teachings from the authentic traditions of Tantra, Advaita, Bhakti, Seva and more. All branches of Anuttara are facilitated by Aarti Doyle and Nirav who are both humble disciples and students of Sri Prem Baba and Guruji Raj Kumar Baswar. It is their continued work as students of these great masters that keeps their work fresh and inspiring for all who attend.
Although Anuttara travels the world facilitating retreats and yoga trainings, Anuttara’s main location, Anuttara Ashram, is an off-grid centre in the mountains of Northern British Columbia, Canada....read more",https://users.insighttimer.com/m6Y0z4H3e0T3p1b5h7V2k6Z8F2h5e0Z5M6V0f8Z7R9a9H7f2T1h7k7v6J6D3p8R4j4G0w0u8x5t9K2d9L7X0z1K7Z7p1x3y6w7Q7/pictures/square_medium.jpeg
806,agusavila,a,9,2022-12-11 03:20:29.012942,name found,Agus Avila,"Metropolitan District of Quito, Ecuador",75 followers,Español,Joined in May 2021,"Hola! I'm a Yoga and Meditation teacher form Ecuador. 
I impart classes for people from all over the world and enjoy sharing with you this passion, this peace of my heart called Meditation
",https://users.insighttimer.com/96afUc0tkHVoMT6AIdpqZ7OFWDi1/pictures/square_medium.jpeg
807,ancientbliss,a,9,2022-12-11 03:20:31.646931,name found,Ancient Bliss,"Florida, USA",75 followers,English,Joined in Oct 2020,"Christina is a certified MNDFL meditation instructor, yoga teacher, and steward of the Earth. She believes we all have the ability to access the innate wisdom deep within ourselves to awaken memories and soul gifts from lifetimes past, to assist us in remembering who we are and why we incarnated here for. Grab a pair of headphones and immerse yourself into the healing powers of sound to assist you on your journey to self!...read more",https://users.insighttimer.com/v0A8A2j9H0T3P1S9x6b5U8S6Q2V8g8s4s1Z2q9K9g0c5h3F1W0R6U2q9Z6y9j3X9L0F4f9Z8B1d7G0x0M4c4E4H2g6a3H1h0z0M2/pictures/square_medium.jpeg
808,anzahata,a,9,2022-12-11 03:20:34.230444,name found,Anzahata Yoga,"Bristol City, United Kingdom",74 followers,English,Joined in Oct 2019,"Anz is a 200 Hour Registered Yoga Teacher and Yoga Teacher Trainer. She first stumbled upon a meditative state as a musician & singer, finding presence in the lull of a sweet melody. 

Anz teaches that Meditation isn't about the removal of thoughts and emotions, it's about the acceptance of how things are right now. Expect an integration of Mindfulness, Philosophy, Self Empowerment, Mantra, and more. ...read more",https://users.insighttimer.com/v0s4F6x7T5b5K6n5a0f5d8c2a2q4R3j1m8J8m1h7Q4c5b1M2g6V1k8Y9a9E3w4q3f9w2e5D7j6D4u0m8e7Y9w7a3X9n5t1A8V2s6/pictures/square_medium.jpeg
809,laly,a,9,2022-12-11 03:20:45.277029,name found,Aylen Gomez Ovejero,"Córdoba, Cordoba, Argentina",74 followers,Español and English,Joined in Jun 2020,"Hi there! I am an Argentinian Psychologist and Mindfulness Facilitator and I am willing to share with you my meditations, insights and the way I see the world.
More about my self: I am vegetarian, I love astrology, Ecology and climate change are very important to me. Further, I play bass, I do improvisational theatre and I'll be a Professional Coach at the end of this year.

You will find meditations in Spanish and English!

Bienvenidos y Bienvenidas!

...read more",https://users.insighttimer.com/F9z0G3Z1a0c8W4C6G6W3y4t0r4K2B2B7t0e6e8s5k8u6z7Y4a7t6z2N4Z4A8Q0F3A4L8m1W7p8z4B1w9k4j7r4z4W4T4V2T0E9j7/pictures/square_medium.jpeg
