,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
14900,intimacyprojectonline,t,150,2022-12-12 08:44:50.718903,name found,The Intimacy Project,"Bradford-on-Avon, United Kingdom",70 followers,English,Joined in Apr 2022,"The Intimacy Project 
A Practical and Personalised Life Support System
1:1 Life Support and Guidance

David & Ana have been travelling, studying and practicing with different teachers across the world for the last 10 years, and specialise in supporting students to create and maintain a daily practice that brings harmony and balance to life.

Over the past few years they have been working with students 1:1 to help bring about positive change in their lives.

How do they do that?
By using various tools that help to balance the internal system to bring harmony, care and love into life.
They draw upon their own experience and trainings in yoga asana, pranayama, meditation, Qi-Gong, nutrition, compassion and by creating a space completely free of judgement. They believe each of us has a gift, and learning to express this in life is all part of the practice. From here, positive changes can begin....read more",https://users.insighttimer.com/S6L3u7m7y6b7d1U9B3N1t1C8B6T5Z4v6J0u7b5X2P9u1S2S9f6M3R4Y1x3p0x1w8L8G3B1f0w1y8b0a5y3a6G1g2L1m9w7T7k5Z2/pictures/square_medium.jpeg
14901,travisbaird,t,150,2022-12-12 08:44:59.730398,name found,Travis Baird,"San Antonio, TX, USA",68 followers,English,Joined in Dec 2017,"As a conservatory-trained classical musician and recovering perfectionist, Travis shares tools for calm focus, motivated productivity, and true joy. As a yoga and meditation teacher, Travis helps people live connected, mindful, and love-filled lives....read more",https://users.insighttimer.com/w8F2h5P0y5H7r7h8x2s2P0h7t4F4T3Z8d1a1G7G7Z2U9T9A6j7v4W0Y8j4r3M5e9j6T7X5r8v8r7A8Z2W1q6L5K1F0F4y0A7k1J9/pictures/square_medium.jpeg
14902,taylorswanson,t,150,2022-12-12 08:45:43.073994,name found,Taylor Swanson,"Ellsworth, ME, USA",69 followers,English,Joined in Jul 2020,"Taylor became a CYT at age 17.Sixteen years later, she holds certifications in Vinyassa, Forrest, and Y12SR. Her teaching empowers students with energy and self-love. She is recognized for showing people their own strength to overcome depression, anxiety, and addiction, from local jails to studios. Her transformational retreats in Thailand, Cambodia, and Nepal are not to be missed. She also runs a non-profit supporting Tibetan Refugee artists. Her first book of poetry is due in 2021. ...read more",https://users.insighttimer.com/YuAxue7HpeXI4PYTX05v0E06hcL2/pictures/square_medium.jpeg
14903,integralhealingarts,t,150,2022-12-12 08:45:45.964711,name found,T'ai Jamar,"New York, NY, USA",67 followers,English,Joined in Jun 2019,"T'ai Jamar Hanna, MS, LMT, ERYT. Licensed Massage Therapist, Experienced Yoga Teacher, Project Manager. T'ai Jamar integrates the art of word, sacred geometry, and curiosity with eastern and western healing modalities to offer precise and authentic instruction in mindful movement, conscious breath, and connected touch. T'ai Jamar is the founder of Integral Healing Arts, an adjunct Professor at Pacific College of Oriental Medicine and project manager for Namaste NY. 
...read more",https://users.insighttimer.com/M8E1m5n5L2b6f6u2G1e2k7K6z4w9P8u8j0j5M3q2T5L2f8P9r6j5V9y5e6u1L2f7V4d1h9w5a3z4C7M1u5w8j1m5G2C2c8A1p9B2/pictures/square_medium.jpeg
14904,tyford,t,150,2022-12-12 08:45:48.894308,name found,Ty Ford,"Baltimore, MD, United States",67 followers,,Joined in Nov 2017,"Ty Ford has been on several paths since a hemorrhagic bran stem stroke in 2008. He made a full recovery with no deficits. In the aftermath he became interested in The Chakra System. As a musician, he sought to create soundscapes that were linked to the colors of the chakras. Colors and sounds are both frequencies of energy. He translated the frequencies of colors into audible frequencies. His ""Bliss"" is the combination of all seven main chakras converted from light to sound....read more",https://users.insighttimer.com/Y0q8L0D1y8U5T4M7N1u8A0s4w6h7h2R3x3G9Z3R2C4g8T9W8n6N7B5F4p2t3g7r6L3y6V0A7P8R0Z7k5r1n5d7X6N9A2E8C5Z5n9/pictures/square_medium.jpeg
14905,timbell,t,150,2022-12-12 08:46:07.715845,name found,Tim Bell,"Cornwall, ON, Canada",66 followers,English,Joined in Oct 2019,"My name is Tim Bell. I help people illuminate their hidden human potential. It's my passion to help people think, move, and feel their best - so they can live their dream life. I'm a meditation teacher, holistic lifestyle coach, and fitness/movement expert based in Ontario, Canada. ...read more",https://users.insighttimer.com/M9k1Z0Q0K4w4W7Z3Y3F0j4E9p4t2c8e5B9E8A2x5k0E8g3G0f7E9Q5T1T7a3d1Z8d1U6n1K7y8W5W6k1E2a5C0M4u5M6W1e9n1V8/pictures/square_medium.jpeg
14906,tiagosantos_terapia,t,150,2022-12-12 08:46:26.531823,name found,Tiago dos Santos,"Benavente, Portugal",66 followers,Português,Joined in Oct 2021,"O Tiago dos Santos é trainer em PNL, pelo que dispõe de recursos para agilizar as transformações desejadas, de forma fácil, eficaz e eficiente. Onde através de um estilo de vida integrado se obtém as melhores condições para atingir os objectivos....read more",https://users.insighttimer.com/j4a1Q6W6d5s6Y7s5c4a6n8j6A3P8Z9Y4X0h2A8u6j7Y1a4k6j4r1y9u0N1e9G7Y0E1A9r9N0h3V1k6Q8h9V9j2H5p2u5L3Y9r2C8/pictures/square_medium.jpeg
14907,shekholistic,t,150,2022-12-12 08:46:53.613657,name found,Toby Gant,,66 followers,English,Joined in Jan 2022,"Toby discovered the innate ability to connect with his soul's wisdom in 1999.  This ignited a passion in him to teach others to tune in for themselves and walk in the fullness of their gifts.
 
Toby continued down this path by completing his M.Ed. in Counseling and Human Development in 2003 at Hardin-Simmons University and studying Tantric Vinyasa yoga with Tracee Stanley in Topanga, CA.
 
Toby expands his knowledge and connection through personal daily practices and teaching classes, workshops, and retreats.  He served as Director of Youth Prevention Programs for a rehabilitation center and as Director of Environmental Education for a children's science museum.

Working in the fields of health and environmental education taught Toby to ""practice what he preaches.""  He created his intuitive holistic coaching business, Shekhinah Holistic, from his desire to help others discover their true essence, thus creating balance, harmony, and fulfillment....read more",https://users.insighttimer.com/WWdcj1CRffOntX3Thod9zTu86mm1/pictures/square_medium.jpeg
14908,pub16032165,t,150,2022-12-12 08:47:12.771352,name found,Trista Nilsson,"Rochester, NY, USA",66 followers,English,Joined in Jul 2020,"I am an educator and a learner, a seeker of joy and a collector of hope. I believe in the power of compassion and the strength of goodness. I embrace curiosity and find fulfillment in seeing the gifts of others, encouraging all to achieve their truest potential....read more",https://users.insighttimer.com/m3r1E2n6h6Z2W3r2W1B4D7r5z3x4d5q3h1a6X3g7X1Q7p6j0n0C8u3A8V4j7J0P2R3M2j7g2n4K6F7N7u8w2H4T5t7a5g4w2X7j4/pictures/square_medium.jpeg
14909,balancedrn,t,150,2022-12-12 08:47:15.584329,name found,The Balanced Nurse ,"Harriman, NY, USA",65 followers,English,Joined in Jul 2019,"Kerri has always had a passion for nursing as she watched her mother climb up the professional nursing ladder. She followed in her mother’s footsteps and entered healthcare as a Patient Care Technician to eventually achieve a Masters in Nursing Leadership and Management. She entered the nursing profession as an Orthopedic Nurse and gained additional experience in Pediatrics, Homecare, Telephonic Nurse Consulting, Nursing Education and Nurse Management. 

She has developed a talent and love for nurturing and helping others, both professionally and personally. She channeled her passion for fitness and overall health to allow for her to become a Pro Bikini Competitor and fitness model. She loves to share her knowledge and experience to help others and has turned that passion into a career as an Integrative Wellness & Life Coach. 

She serves as a true asset to her clients, as she holds certifications in Sports Nutrition, Natural Holistic Remedies, Reiki Healing and is trained in Mindfulness. She prides herself in living her best life now and makes a daily effort to walk in her truth.
...read more",https://users.insighttimer.com/a0f3V9M6j2T1q2y4U5h2L8M2z3h3M8X8D6G2E2K2F6B3t6q4z1n9Q7m2N0R3D3d9C1r0T0H4R1j1E8H2X9N9X9h2e4L7e9C6t1W8/pictures/square_medium.jpeg
14910,pelo,t,150,2022-12-12 08:47:34.362707,name found,Tomas Pelo,"Brno, Czechia",65 followers,,Joined in Feb 2018,Pelo is a Czech musician and designer. ,https://users.insighttimer.com/N5a7e8t2u8E0n9h9D5T1s6N7s1w6L3b2W5G4p1Y1J2t0B3D8F1t2e8V8E2b6v7w7m4R8e0G2c9c2d2F6M3B5T0x7V2z1v2q1a7e6/pictures/square_medium.jpeg
14911,kshamayoga,t,150,2022-12-12 08:47:59.333770,name found,Teresa Richard,Spain,64 followers,Español,Joined in Feb 2019,"Profesora 500h en Hatha Yoga y 200h Yin Yoga registrada con YA. Practico y enseño yoga, un sistema de vida y filosofía existencial que busca reencontrar el equilibrio natural e innato en nosotros mediante técnicas sencillas y asequibles para todo el mundo. Entre estas técnicas se encuentran las de respiración consciente, relajación, meditación y yoga nidra que se pueden practicar con el apoyo de un audio....read more",https://users.insighttimer.com/M5L0B5X4n6z9h1L7D9M1Y4u3p0X2q5g3N8m7F6V6X4w0m8S6T8S1t8C7T5X2n6r9G9P4u2Y6Q9m6K4Y1L6B3B1F3T7k0A1y6S8e3/pictures/square_medium.jpeg
14912,tinaoure,t,150,2022-12-12 08:48:18.141414,name found,Tina Oure,"Copenhagen, Denmark",64 followers,English and Dansk,Joined in Oct 2021,"Tina's passion circles around creating courageous communities where we personally and collectively dare to be authentic, curious and creative together! Teaching Mindfulness, as an essential tool for a calm, clear and focused awareness!  Tina's background, experience and interest have for many years been based in: Health Empoverment, Stress and Pain Management, Body Awareness Training and MBSR Mindfulness training. The values that underpins her work and life are Integrity, Awareness and Responsibility....read more",https://users.insighttimer.com/B7w5b3T9b3A2A9z3A7K0d2Z9B5G6x4H3U2Z3H3E0c0h1A1P0f8N6F2N2r9p3n5g3f1Y1Y8W2K9v7r8e7e8a0E5e7Y0p6Q9k0A0a7/pictures/square_medium.jpeg
14913,togekkoji,t,150,2022-12-12 08:48:36.839195,name found,Togekko Ji,"Tancos, Portugal",65 followers,Português,Joined in Jan 2022,Um Lugar de Convite à Prática Ecologicamente Comprometida de inspiração budista na tradição Pacificadora ZEN.,https://users.insighttimer.com/RqRr5BGpMKVIlsLXYfmkEpYJBdn2/pictures/square_medium.jpeg
14914,experiencesbytai,t,150,2022-12-12 08:48:39.624466,name found,Tai Mattox,"Seattle, WA, USA",63 followers,English,Joined in Aug 2021,"Tai Mattox is a Chopra Center certified Primordial Sound Meditation instructor, a licensed and certified Vibrational Sound Therapy practitioner, and Registered Yoga Teacher (RYT-200). Her greatest joy is helping people slow down, get still and find their inner guidance. As the founder of Experiences by Tai, she facilitates this process through meditation, mindfulness, holistic movement and vibrational sound therapy....read more",https://users.insighttimer.com/E8t2c2j5c8r3j7H2F0j0k3a1e8w6d2X9N0s9m8t1q6y6n6c4r3N4Z3E6y4v7K5N4h4w8J3j6c3Z0N5f0B0c1E5v4v5y6s9G7N3B6/pictures/square_medium.jpeg
14915,tuomasv,t,150,2022-12-12 08:49:04.690801,name found,Tuomas Vuontisjärvi,"Helsinki, Finland",63 followers,Suomi,Joined in Feb 2019,"Loputtoman kiinnostunut oman mieleni ymmärtämisestä ja sen kehittämisestä. Opiskelen filosofiaa, kirjoitan kirjaa metakognitiosta ja järjestän metakognition valmennuksia.",https://users.insighttimer.com/d7D5v5A4b1K5p0G1P1N7w8U4F1H2A4h9t7A9B1T4a2c6T4b5f0Z5j1C8L8x3q7U2a3D4S6r6v3Z0C8w3z9L4y6r9J5v1V6x3u4h6/pictures/square_medium.jpeg
