,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
13400,sianabraganza,s,135,2022-12-12 10:47:48.118694,name found,Siana Braganza,"Aveyron, France",266 followers,English,Joined in Mar 2020,"I am a Wellbeing Coach. I use the power of Positive Psychology, Mindfulness and Meditation Practices to enable Connection, Unleash Potential and Empower one another. As Ram Dass says, We are all Walking One Another Home. Thank you for being here. ...read more",https://users.insighttimer.com/w6M6n7t2n1U9U3T9A2n6h6H5P1z3G1G2C7q9L9D8J3J1V4j6R6A3T7S3X1r2x8v1T1u7n3W4x8F6t3N4p3V0M0T5m9P6R7a7K7b0/pictures/square_medium.jpeg
13401,loslatenmetsven,s,135,2022-12-12 10:47:52.564117,name found,Sven Couchez,"Ypres, Belgium",264 followers,Nederlands and English,Joined in Jul 2022,"Sven is trainer, coach en schrijver uit het hart. Sven heeft jarenlange ervaring in meditatie en heeft doorheen de jaren zich altijd blijven specialiseren in bewustzijnsgroei. Dit door middel van tal van cursussen, boeken, retraites en begeleiding. Nu helpt hij met zijn opgedane kennis, vaardigheden, en ervaringen anderen in het loslaten van moeilijke emoties, gedachten, denkbeelden en geloofsovertuigingen....read more",https://users.insighttimer.com/v1P3a5L8M3W8Y0C5s5d8h6d2a1k4V4j5q1N1u1U0f3K3M0E8a7R1N4Q5N2z3A0d6z9v2c8v5K9h9e1B2F0A6C7c1t7G6p1t1L2V4/pictures/square_medium.jpeg
13402,olibhan,s,135,2022-12-12 10:48:12.128133,name found,Sébastien Brumeau,"Rhône, France",263 followers,Français,Joined in Jul 2018,"Life coach, meditation, relaxation, blogger and vlogger",https://users.insighttimer.com/q7p3s3m1s4Q3e4H7h1K5k3j8s5r2a9z2e0h3E2c9a6t9X5f6C7S2L3b0s1s3C2E8b8s7r2t3t9R5u5k9e5t5x9B2Y6B1W7J0x8a4/pictures/square_medium.jpeg
13403,soulsensewithsilkina,s,135,2022-12-12 10:48:21.213220,name found,Silkina,"Bali, Indonesia",262 followers,English and Indonesian,Joined in Jul 2021,"Silkina is an intuitive and empowerment guide. She guides people back to their own power using simple mindfulness practices and Emotional Freedom Techniques (EFT Tapping). She believes we are all responsible for our own healing and that the journey can be fun, joyous and completely stress-free! Listen to her meditations and talks when you're seeking calm amidst the chaos, anytime, anywhere....read more",https://users.insighttimer.com/68hc7hh1FPWPmkdUErJlgbq0aj33/pictures/square_medium.jpeg
13404,myzencoach,s,135,2022-12-12 10:48:25.323564,name found,Stephanie Bishop,"New York, NY, USA",258 followers,English,Joined in Dec 2020,"Welcome to zenlife!
Steph is a Spiritual Coach, Meditation Guide, and a student of Philosophy.
Growing up Mormon and homeschooled, she shares experience from her journey from Religion to Spirituality.
Join Steph for short lessons and meditations based on ancient science and philosophy....read more",https://users.insighttimer.com/g6H8q9x6y7A5t8z8k8p9G5d9A3K4X6s8D9X6a3f0t4u8H3G1P5Z6n2Q4s0b5g2N7v8j0m7f2L5C0p0h1F0x4V9H9b5y5d8e1p2M5/pictures/square_medium.jpeg
13405,selimsiyamisumer,s,135,2022-12-12 10:48:29.687138,name found,Selim Siyami Sümer,"İstanbul, Turkey",257 followers,,Joined in Jul 2020,"Selim Siyami Sumer, an instrumentalist, singer-songwriter and sound designer, whose musical adventure has spread to a wide range, has put forward his musical ideas in many projects, media and stages for more than twenty years, regardless of a particular genre or pattern. As a manifestation of his spiritual journey, he began to produce meditative music with melodies and vibrations emerging from emptiness.
 ...read more",https://users.insighttimer.com/Q5p1k8K4c5f6K2p1V1t2Z5H8Y6G2f3k0L3z7z4M2V2U9F9K1W6L9J1d5r6V6Y7J2e1S2y2b6y6X3D8V6E7g3U9G7h9Q8m3N8j8q4/pictures/square_medium.jpeg
13406,sabinemiraferrer,s,135,2022-12-12 10:48:54.045801,name found,Sabine Mira Ferrer,"Leiden, Netherlands",257 followers,Nederlands,Joined in Nov 2018,"Sabine Mira Ferrer is trainer in intuïtie.

Meer dan 12 jaar werkt ze in de zorgsector. Voor jou maakte zij een aantal geleide meditaties. 

Een persoonlijke uitdaging kan het je even moeilijk maken. Er zijn dingen in je omgeving die je niet kunt veranderen. Wel ben je voor een groot deel jouw eigen instrument, daar kun je wat mee. Met hart voor jezelf maak je veel verschil....read more",https://users.insighttimer.com/G8t7c3H6J3g7N1a1j5e1H4c2Q4f1D6c4M9H8M4A8W7C3a3p4j7E9a0a5S5b4v7X6S6b3q1z8n1d5p6f7y3T2D1S8C5r9h9p7U6L1/pictures/square_medium.jpeg
13407,sol_guerrerof,s,135,2022-12-12 10:48:56.866216,name found,Sol Guerrero,"Barcelona, Spain",258 followers,Español and English,Joined in May 2022,"La meditación no se enseña, se practica. A través de la visualización guiada y presencia en la respiración, sus meditaciones te acompañarán a crear el hábito de salud más poderoso que puedas adquirir: meditar un poco cada día. Como Facilitadora de Meditación y Life Coach sus propuestas están dirigidas a una práctica reflexiva, de autoconocimiento y desarrollo personal....read more",https://users.insighttimer.com/j8P1M4H8y9w7C3R0p8G1v7N5v6c6T9M3V8J3S3y9s0R6T1Y3y4b1H0K6n5X1H8E0F8B3T4n6h6h8g5j0r2x7x0U0Q4X6m8x7t3e5/pictures/square_medium.jpeg
13408,inspired2be,s,135,2022-12-12 10:49:16.056443,name found,Scott William Thompson,"Las Vegas, NV, USA",256 followers,English,Joined in Dec 2018,"Scott William Thompson is a licensed professional spiritual teacher, Masters of Wisdom and Meditation Teacher and a certified Soul Ascension Therapist. Scott teaches from the heart and is deeply connected to the archangel realm. Scott uses his gifts and training to assist others in reaching the space of inner peace and healing....read more",https://users.insighttimer.com/q4b8t6L0R3H9Q7f0k7L6U5C8Q0P0Q4d0q2R6K3q5Y8A7C5a9k3X4U1k1Z2d1E0j2j6z5t3t6V3Q3r8E1Z2y8s4B5w3y9a0a4K6t1/pictures/square_medium.jpeg
13409,sandrawalter144,s,135,2022-12-12 10:49:19.308717,name found,Sandra Walter,"Mount Shasta, California, USA",256 followers,English,Joined in Sep 2019,"Sandra Walter is a Wayshower, Ascension Guide and Gatekeeper. As a pure channel since 1999, Sandra assists awakened Humans through writings, videos and creations focused on Ascension. Sandra shares information as a pure conduit to empower, inspire and accelerate the Ascension of HUmanity. She is a published author, certified Life Coach, artist and Energy Healer. 
...read more",https://users.insighttimer.com/z0t5y1C6T1W6m9d3V0T3n4y3g6d2Z9Z3A6s9w1V1x7f5m9K3m1r3G1K1N8G5B8E5A5Z4k2n5F2q2h0E3F2M2N3A3E1H8V9K4v0V0/pictures/square_medium.jpeg
