,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
0,andrewjohnson,a,1,2022-12-11 01:02:02.377684,name found,Andrew Johnson,"Edinburgh, United Kingdom",137.6k followers,English,Joined in Sep 2016,"Andrew has been working with individuals and groups for the last 26 years. He teaches relaxation, meditation, mindfulness, and coping skills. 

Andrew created the world's first meditation app in January 2009 and continues to work on his range of apps and online courses. He is also the wellness expert at the Mandarin Oriental in London....read more",https://users.insighttimer.com/T3s7y4X8G6e5a4F1R3h5A8U1w0k6s7M7G0F7t8L7Z5m3x0y7u8N9C3m0J8k2y2C0m4s5D9U1x2h0P2d0L1z6h8f0B9b9C8T6N0m1/pictures/square_medium.jpeg
1,andyhobson,a,1,2022-12-11 01:02:05.752026,name found,Andy Hobson,London,114.4k followers,"English, Français, BR. Português, 普通話 and Español",Joined in Sep 2016,"Andy is a spiritual teacher and musician offering guided meditations, courses and music that will lift your spirits, touch your heart and soothe your soul. His teaching comes from many traditions, philosophies, religions, therapeutic approaches and tree climbs....read more",https://users.insighttimer.com/t5r9c5c2T8y7b2s4w6j7U0B5e3G1x8r5u9A1x9f3y7f4Z3R5G2u9V1N9z5m8Y0W2x5f3z3Q2H6e5n1K6d5t3q2F2B9G5V1C4g8z7/pictures/square_medium.jpeg
2,alunamoonpublishing,a,1,2022-12-11 01:02:08.406822,name found,Aluna Moon,"Fuengirola, Spain",87.6k followers,English,Joined in Sep 2016,"Healers, Medicine Women & Truth Seekers, Nicola & Sam welcome you to listen & transform. An invitation to heal through your menstrual cycle, trust the flow of life & rest deeply in a circle. By returning to our inner wild, we rediscover the truest wisdom, intuition, and direction. These seeds of consciousness create meaningful existence for both ourselves and those connected to us. Surrender the past and birth your warrior truth through creative meditations & cyclic living....read more",https://users.insighttimer.com/A8s8m2N7E4A6c7p9C0j1H0D7f6Z8D0R3u3H0T6a3p7q2v7w9r5C0S8T0N7H5F3S4v0m7d9V9t3J2r3L1e5Q2D2E9G8s2a8T6C3h4/pictures/square_medium.jpeg
3,peacebeyondsuffering,a,1,2022-12-11 01:02:27.637117,name found,Ajahn Achalo,"Chiang Mai, จ.เชียงใหม่, Thailand",56.4k followers,"English, BR. Português, Français, 普通話 and Español",Joined in Sep 2016,"Ajahn Achalo was born in Australia in 1972. He developed a keen interest in meditation at the age of twenty and a year later left for Thailand to study Buddhism more intently.  After a two year period practising in various centres and monasteries, in 1996 Ajahn Achalo ordained as a Bhikkhu (monk) under Ajahn Liem at Wat Pah Pong, the monastery founded by venerable Ajahn Chah. Although most of his training has taken place in Thailand, Ajahn Achalo has also lived in several International Forest Monasteries in the Ajahn Chah lineage.  

Ajahn Achalo is deeply grateful for his many opportunities to study with well-practiced monks, as well as for having been able to train in several traditional contexts, including meditation monasteries, remote forests, and periods on pilgrimage. 

During his years of training, he has received personal guidance from many remarkable teachers, among them, Ajahn Sumedho, Ajahn Pasanno, Ajahn Jayasaro and Ajahn Kalyano. For most of his Bhikkhu life, he has considered Tan Ajahn Anan, abbot of Wat Marp Jan, to be his principal mentor. In addition, he has found the Dalai Lama's instructions and example to be of tremendous value.   

On the website all of Ajahn Achalo's Talks and Meditations have been presented in a more thorough and specialised context....read more",https://users.insighttimer.com/y9e3q7X5B6m7V2J3Q2S0L8R2r5q3t2F3Q6Z0d4s0n2H4V3q5G7f0b7u7r1y0C8A6q2F2A0f5S9a1t7u4X0v8Z1r2e0U7v8x0V4Q4/pictures/square_medium.jpeg
4,andreawachter,a,1,2022-12-11 01:02:37.623801,name found,Andrea Wachter,"Santa Cruz, CA, USA",52.5k followers,English,Joined in Nov 2016,"Andrea Wachter is a licensed psychotherapist who is passionate about helping people with anxiety, depression, body image, disordered eating, grief, and communication. Andrea is an inspirational counselor, author, and teacher who uses professional expertise, personal recovery, and humor to help others. 

You can check out her Insight Timer circle called Andrea’s Circle....read more",https://users.insighttimer.com/t8S1c3d2p8t6t0W7n4m1a4a3k5e7s4U9z9m6M5t3H6A1E0c5U1h8H7s4w2G9j1m4D8X6W4z6h9K8m9R5N5q1g8M9v3e7z9Y7f4V9/pictures/square_medium.jpeg
5,alex_elle,a,1,2022-12-11 01:02:41.175642,name found,Alex Elle,"Washington D.C., DC, USA",41.6k followers,English,Joined in Jan 2020,"Alex Elle is an author, certified breathwork coach, and Writing to Heal facilitator who is passionate about building community & self-care practices through literature, language, and meditation.",https://users.insighttimer.com/k5z3G2Q1W8t9h6F4K7N7j5x0x6T2p7Q5u5T4X4q3H4f3m7X2U5E2B4V1b9g7e2Z8r0p0E3u6Y6X6E5x5w7X4U6t9X2H7h4K8X5s2/pictures/square_medium.jpeg
6,annemareerowley,a,1,2022-12-11 01:02:45.305456,name found,Annemaree Rowley,"Melbourne, Australia",33.6k followers,English,Joined in May 2018,"Annemaree Rowley is a meditation and yoga teacher educated at highly esteemed schools in Europe, India and Australia. Her mindfulness practices focus on how to use the breath effectively; cultivate strength, courage and resilience in the mind; foster peace in the heart; and cultivate compassion – particularly self-compassion. Annemaree's intention is to live a more purposeful, peaceful and fulfilling life and in doing so to pass on her knowledge and experience to those in need....read more",https://users.insighttimer.com/b3Y2f7a6h1V1n6D3B4k6N5t6J6R6b5b8D1W7m7J3D8N2B7P9Y5T5b5n3T8J8j0m0J8S3P7J8G5p0b4v7Q8d7x7A6Z4A6S7b2a3E7/pictures/square_medium.jpeg
7,ariellehecht,a,1,2022-12-11 01:03:11.563914,name found,Arielle Hecht,"Sedona, Arizona, United States",23.8k followers,English,Joined in Jan 2017,"Arielle Hecht is an instrument for spiritual teaching, singer/songwriter for Premaa Music, and a founder of Awakened Academy. She is a student and teacher of Remembrance, union with the Divine. Arielle’s meditations are transcendent experiences into the heart of your true self and your eternal connection to the One. May you be held in the light of Grace, in the arms of Love....read more",https://users.insighttimer.com/Q0w3S8z4g6s6U6S3M9V1w7b3a6U1G8N2z4q1C0c3A4L7H4b9S7c7h7Z0M4H3h0w4B7z5Q9x7x5x6y3P3D8m8B9X5R7p8K8r2r7V7/pictures/square_medium.jpeg
8,amandasellers,a,1,2022-12-11 01:03:14.254911,name found,Amanda Sellers,"Vancouver, BC, Canada",20.6k followers,English,Joined in Mar 2019,"Amanda Sellers resonates with the frequency of light, love, peace and abundance. She believes that we are all channels of pure potential and possibility!
As a trauma survivor, she found meditation to be a profound healer and guide to inner peace. She became a teacher of meditation by an internal nudge from the universe. Amanda’s passions are voice acting, wellness, hiking, yoga, smiling, writing and dreaming big! Her biggest blessings are her 2 sons, Beck and Trace....read more",https://users.insighttimer.com/u7M6D9b7N2L4A9K4Z3D9L0W9Z8W9R4w4s4S6B3M1b9t9J6M2T5U9x4S9Q5j8m0e3t6e4x0z5t7k2j9g5w5T8u4v9K9K8L4W7a5G3/pictures/square_medium.jpeg
9,aarondarrell,a,1,2022-12-11 01:03:33.382327,name found,Aaron Darrell,"Maine, USA",18.1k followers,English,Joined in Mar 2018,"Aaron is a husband, father, reformed follower of Christ, and music teacher. He is also a life-long touring performer, multi-instrumentalist, and composer. It is with great humility that Aaron brings his gifts together to share music to assist in getting restful sleep and accompany prayer. All glory to God!...read more",https://users.insighttimer.com/F2T5H9d6y8h0E3P6G3d3c6N6E1z6K4p4K6j6M0Y3q4y2c0k7D8L9b6U7p4C0L7F6m0p5p3s3A1u3q5k7s7G9z9T1t1Q4k5C0C4y0/pictures/square_medium.jpeg
