,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
10700,ladysag77,m,108,2022-12-11 16:25:26.912490,name found,Maria Teresa Swanson,"Salt Lake City, UT, USA",27 followers,English,Joined in Oct 2020,"Maria Teresa is a woman walking the journey of life as a free spirit. She uses her sensibilities as superpowers and the power of love fuels her magic as a shamanic healer. Maria is a creative force to be reckoned with by her poetry, blog hosting, painting and dancing. Her motto is ""Triumphing over Trauma.""  Maria is a master shaman and author of 6 books of poetry ""Emotional Musings"" ""My Soul's Language"" ""My Heart's Song"" ""My Soul's Light"" and ""My Soul's Journey""and ""my Soul's Dance""...read more",https://users.insighttimer.com/0uvpLzwKB0eY6s7EUY77zMpjGtY2/pictures/square_medium.jpeg
10701,michaellanglois,m,108,2022-12-11 16:25:33.592300,name found,Michael Langlois,"Nantucket, MA, USA",27 followers,English,Joined in Nov 2019,"Mike Langlois has 25 years of experience counseling adults & families. He received a BA from Connecticut College in 1991, & an MSW from Smith in 1994.  Mike is a Teaching Associate in Psychiatry at Harvard Medical School, where he supervises interns & clinicians. Mike is a gamer-affirmative psychotherapist & public speaker interested in gaming, social media, & psychology. He wrote a book about it, called Reset: Video Games & Psychotherapy. He has been an explorer of meditation since High School....read more",https://users.insighttimer.com/A3a2B7K1u8R4U9h9X6p3p7r9k5H5a5b5V3x1K9p7R8Y4M6L3n5z4M3Z4L1M3D0N2C4K0w8N8b6Q5t1G4p5c5q0t4Z1t8S0f7V8r3/pictures/square_medium.jpeg
10702,monica_reyes,m,108,2022-12-11 16:25:41.962548,name found,Monica Reyes,"Miami, FL, USA",27 followers,English,Joined in Jul 2020,"Monica Reyes is an attorney who left her fruitful law practice of 4 years for her soul's calling to impact humanity in a greater way. She now empowers leaders towards self- awareness, spiritual awareness and purpose. She is a certified transpersonal coach and Kundalini Yoga instructor. Some of her greatest accomplishments include speaking at a TEDx conference in 2018, becoming a mother of 2 beautiful children, and working with some of the world's finest leaders and companies....read more",https://users.insighttimer.com/HiUuO9OcqeYpP1KBbwj5XVWAciy1/pictures/square_medium.jpeg
10703,marleen,m,108,2022-12-11 16:25:48.427214,name found,Marleen Menke,,27 followers,Deutsch,Joined in May 2022,"Als Sängerin und Kreativitätsforscherin wandelt Marleen Luisa Menke zwischen den Welten umher. Sie schafft eine Verbindung zwischen Klang, Kunst und Meditation. Ihre warme Stimme lädt dazu ein, die eigene Tiefe und Weite zu entdecken und dabei in entspannte Geborgenheit einzutauchen....read more",https://users.insighttimer.com/irJ23ZMIpkNJXlXcHXwbLHxCE4q1/pictures/square_medium.jpeg
10704,kindfulpsych,m,108,2022-12-11 16:25:54.361016,name found,Monique Mercier,,27 followers,English,Joined in Jan 2022,"Monique Mercier is the founder of Kindful Psychology Services, which was born out of a vision for creating a space for individuals to explore the 'not-so-often talked about' aspects of our human experience with curiosity and kindness.

Monique is a psychological associate registered with the College of Psychologists of Ontario. She is also a trained 8-week Mindful Self-Compassion and 6-week Self-Compassion for Healthcare Communities teacher through the Centre for Mindful Self-Compassion.

Monique has a decade of experience in working with adults struggling with stress, burnout, anxiety, depression, and trauma. She is not seeing individual clients at this time as she focuses on clinical supervision, facilitating groups, and consulting with organizations on staff wellness....read more",https://users.insighttimer.com/kvXnR1pahyVggRqJ9h902iFD3eg2/pictures/square_medium.jpeg
10705,mitchmindfulness,m,108,2022-12-11 16:26:06.835545,name found,Mitch Takefman,"Montreal, QC, Canada",26 followers,English,Joined in Feb 2021,"Mitch has been involved in the meditation and mindfulness community for over 30 years. He has studied various contemplative practices from around the world. With an emphasis on Buddhist, Hindu, Unified Mindfulness as well as other secular meditation practices, MItch has a unique perspective in teaching and guiding students from beginners to advanced....read more",https://users.insighttimer.com/xojzUWOiamWAML6SE4CPSO2z9pO2/pictures/square_medium.jpeg
10706,martinsummerfield,m,108,2022-12-11 16:26:10.742970,name found,Martin Summerfield,"Lancaster, United Kingdom",26 followers,English,Joined in Feb 2020,"Martin Summerfield runs Anchorpoint, which provides mindfulness courses for the public, as well as training in workplaces. Martin is trained to run MBSR and mindfulness courses in the workplace. He is registered with the British Association of Mindfulness Based Approaches. Martin has two decades of personal mindfulness practice and has been teaching secular mindfulness since 2015. He attends mindfulness retreats annually and continues to enjoy daily his practice. ...read more",https://users.insighttimer.com/K6N2B4y9p3C3t0c5k3U8P3c3A4F9G6Y0b8B3R7M1y0d4W3L3B5M5r2U5V1e5x7n2c2d5e5f4P3D5m1a1y2g4e3C6g9s8H9f6c4Y6/pictures/square_medium.jpeg
10707,madelainefisher,m,108,2022-12-11 16:26:15.050501,name found,Madelaine Fisher,"Perth WA, Australia",26 followers,English,Joined in Apr 2020,"Madelaine has been desribed as ""like sunshine"". A down-to-earth yogi and meditator, Madelaine is passionate about finding, road-testing and sharing all the best tools for greater being. ",https://users.insighttimer.com/d8z3Y1v1s3R2f3M5y2A5C9K0e8R7C5Q8f1w5y6g0K6M3T3b3c8H5W6L4V0s4P3Q4A1G3G7k6p1n2A5n5P7W3z7a5N0k8u2p5k9e8/pictures/square_medium.jpeg
10708,morganthomas,m,108,2022-12-11 16:26:20.371632,name found,Morgan Thomas,,26 followers,English,Joined in Jan 2022,"I am trained in traditional talk therapy with a specialization in play therapy. I believe we are all imprints of our childhood and life experiences up until this point. I have provided therapy to people across the lifespan in settings such as college campuses, primary care, and elementary/middle schools. I currently own my own business as a spiritual entrepreneur who specializes in intuitive tarot readings, reiki energy healing, and past life regression therapy. I do not believe any human is ever fully healed, but I do believe we can incorporate tools into our life to cope through difficult times. As humans, we need a support system from other people and I am ready to be on your team and help you. Thank you so much for being here....read more",https://users.insighttimer.com/Ya1I7I1oPdMx3eoF8FlSWux0KN13/pictures/square_medium.jpeg
10709,mamakarpotheka,m,108,2022-12-11 16:26:26.723860,name found,Mama Karpotheka,"Luleå, Sweden",26 followers,English and Svenska,Joined in Mar 2022,"Inka is my name and I am an intuitive, dark lover, cyclic being mentor for you that are longing for a magical life. I am opening up for intuitive sessions both in English and Swedish.
I work as a bone whisperer and I work with humans that are tired from pleasing others, that are longing for self love so that they can remember who they truly are. 
I live in the north, where the winter is dark, cold and long. During summertime I live in constant light because of the midnight sun. Autumn is a perfect time for us all to remember the cycle of life/death and spring is a season of planting seeds. 
I am waiting for you here in the forest, ready to walk behind you until you find yourself home....read more",https://users.insighttimer.com/AnPmyJP7HCOxIYa8RktnJIZun3z1/pictures/square_medium.jpeg
