,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
6200,jamushur,j,63,2022-12-12 05:22:04.006700,name found,James O'Sullivan,"Galway, Ireland",2.4k followers,English,Joined in Sep 2016,"James O’Sullivan is a people friendly practitioner and lecturer of Integrated Medicine, serving the patient and client with the positive benefits of both Conventional Western Medicine and Traditional Chinese Medicine. He was privileged to study Chinese herbs, Acupuncture, Tuina Chinese Medical Acupressure, Medical Qi Gong, Mindful Meditation, and Tai Qi, under the excellent tutorship of Hung Shui Chen, “a living treasure” in Taiwan. He furthered his study in Europe and gained considerable clinical experience in a number of hospitals under the teaching universities – Beijing University of Chinese Medicine – The Nanjing College of Traditional Chinese Medicine – Zhejiang College of Traditional Chinese Medicine, where he is a visiting lecturer. James uses meditation to expand and strengthen his clinical treatments. ...read more",https://users.insighttimer.com/G9Q3g2h2J6L6D9a6A5P9z4G7Y0L5Y1K6D8b9g9K2P5a5r4F9n9R9C7W4s9r7C5C7V0f2M5n5p1w1H0M7w2J0J6M5U7N6R9z2x7G5/pictures/square_medium.jpeg
6201,jerefriedman,j,63,2022-12-12 05:22:22.867310,name found,Jere Friedman,"Grand Junction, CO, USA",2.4k followers,English,Joined in Dec 2016,"Jere Friedman, J.D., M.A., CMMI, is an Employee of the Universe – with full benefits! Jere is a practicing attorney and a Certified Meditation and Mindfulness Instructor, having completed the 200-hour Meditation Teacher Academy at McLean Meditation Institute® in Sedona, AZ. Jere also holds a Masters’ degree in Spiritual Psychology from the University of Santa Monica, is a Soul Centered Professional Coach, and is considered one of the foremost gong players and sound healers in the world. ...read more",https://users.insighttimer.com/w5J8u3q3E8a5W4K4h6q7e2D2C0r8N1e6A8p1V6h2q4E3d3Y3J1B6Z4Z7a5f6e9G3Q1c4E3N1F2m7n9T2e5R7M2R0d5B0M7y3K3F6/pictures/square_medium.jpeg
6202,johnvincent,j,63,2022-12-12 05:22:27.005832,name found,John Vincent,"Oxfordshire, United Kingdom",2.3k followers,English,Joined in Aug 2019,"John Vincent is a Hypnotherapist, NLP Master Practitioner & Trainer, creating his own unique blend of hypnosis and NLP tools to help his clients get the results they desire.

John is one of the founding developers of FireStarter NLP and has conducted niche NLP trainings at events in the UK and abroad.

John has invested over 3,200 hours of CPD, in the last 16 years assisting at over 75 Seminars with Dr. Richard Bandler and UK Hypnotist and self-help phenomenon Paul McKenna at his events....read more",https://users.insighttimer.com/A8X8j5A2S8G4X2j3G6D7r6g1h7T6f3h3h2p0q8J7z1H2e4w8N8p2h6c6n3e4k1F5F6c8Z5P2d1T6e8R7a5V8S3E5j4W9Q6Q9g6F4/pictures/square_medium.jpeg
6203,jennapfingston,j,63,2022-12-12 05:22:52.031894,name found,Jenna Pfingston,"Buena Vista, CO, USA",2.3k followers,English,Joined in Oct 2019,"Jenna continues to be a student on the yoga path and through her studies, she has cultivated a deeper connection to her light. Her hope is that within her space here on InsightTimer and beyond that her offerings will invite souls to elevate their lives, recognize their own light within, and live a more embodied life....read more",https://users.insighttimer.com/E5A4A4Q6F7j6M1J5J3s9X0b5V1f7L4S2Y9B2A8g7x0P8U3N2B9y6J5T2R5j0v0u5f0y9E4d8b1A3L7X8f4K5L8k0W5e9W3U6q1y0/pictures/square_medium.jpeg
6204,jodymcgrice,j,63,2022-12-12 05:22:55.138791,name found,Jody McGrice,"Adelaide, Australia",2.3k followers,English,Joined in Jan 2020,"Jody McGrice creates art and experiences to liberate feminine beauty and brilliance.
Guiding women away from the confines of the mind, Jody inspires women to come alive through the reclamation of womanhood.

Jody is a creative, writer and the host of Womanhood, The Podcast....read more",https://users.insighttimer.com/c6s3X6a2Q3b4N3d3r1W2B0a9q0e7v2R7G6P9G5T0d6X8W2g2x2x2Z5S4t5b7R8n7h3H1Y5k7d0Z6A2K3k3L4A9f4v9H4P5p0a1Y9/pictures/square_medium.jpeg
6205,jorgehendersoncollazo,j,63,2022-12-12 05:22:57.886463,name found,Jorge Henderson Collazo,Spain,2.2k followers,English and Español,Joined in Sep 2016,"In addition to making music to relax and meditate. I also develop bilateral stimulation music for the treatment of stress and improve concentration.
I work as a sound engineer, musician, personal and organizational therapist.
My job is to donate my gift to the personal development service.
Every heart that music touches is an important part of life....read more",https://users.insighttimer.com/E1S1C9H4M4f6d2T3N4X0X6z3V8v5w4C8J7H7L9D1G8A4P5A2k2e3X1t4W9P8M7G1L1h6c9K2w7f2Q7b5S3n4k6Q5M3Y5L6h4k8c8/pictures/square_medium.jpeg
6206,jbuning,j,63,2022-12-12 05:23:20.756079,name found,Jelle Buning,"Zuidhorn, Netherlands",2.1k followers,Nederlands,Joined in Jul 2018,"Psychosomatic Physical Therapist, Supervisor, Actor, Director",https://users.insighttimer.com/M5y7w1A0r1s3k2T8N8N3h5P4H9t8E4P3s2Q8c4E5G5Y6v3s5v1v9h3E8s8B6P1v1b9N1E7q7S8V9y7L9t4t4p3M0n1p2R4H3m0P5/pictures/square_medium.jpeg
6207,jacqueline,j,63,2022-12-12 05:23:39.683927,name found,Jacqueline Toomey,"Denver, CO, USA",2.1k followers,English,Joined in Apr 2019,"Jacqueline Toomey is an international yoga, meditation guide & practitioner. She’s honored to study with world-known masters of meditation. Having begun learning eastern wisdom traditions at 14, she brings 20 yrs of experience. Her inspired heart leads a mission to bring ancient teachings to modern arenas. She directs wellness programs for the Fire & Emergency service across the US/Canada, hospitals & corporations.She & her firefighter hubby & rescue fur babies live 100% off-grid in Colorado!...read more",https://users.insighttimer.com/T9R7L0d1u3n0W1U6z2x4g8V2H3g5Q5Y3k3W7d1n5M1e2d5A3Q6N2K1S8u4A2x8j3d7y8k2q2r4u4e8j7X5a1Y8F4L2d8h9h2u6Z6/pictures/square_medium.jpeg
6208,josecastorena,j,63,2022-12-12 05:23:42.878610,name found,José Castorena,"Guaymas, Sonora, Mexico",2.1k followers,"Español, English and Français",Joined in Jan 2019,"Autor y viajero del mundo, José Castorena se ha dedicado ya más de 22 años a unificar conceptos considerados etéreos o solamente espirituales, y aplicación de los mismos a un nivel aterrizado y práctico en todos nosotros. Es autor  exitoso de varios Ebooks best sellers enfocados al desarrollo, y progreso personal, y ver lo divino en lo cotidiano, con el fin de crear la realidad deseada. Conferencista y facilitador de Retiros Espirituales de éxito internacional tanto en inglés y español....read more",https://users.insighttimer.com/X0x4J6B1q1W2J5p3Z5M3K0A1Q4y0e5S5C0P7V0B8M0L9U6k7u2n5c1n8S8f5t3T6n8H3p8M4c7Y8e2U0X0r2n5q6w6t5B2R4K7z0/pictures/square_medium.jpeg
6209,jacobcole,j,63,2022-12-12 05:24:05.663116,name found,Jacob Cole,"Scranton, PA, USA",2.1k followers,,Joined in Jan 2021,"Jacob Cole is a Berklee College of Music graduate, world percussionist / handpan artist and online teacher of drums / percussion with 2 instrumental albums out, Destiny & Hope. Both albums are enjoyed by world music / new-age music fans, yogis and meditation leaders.    
Handpans were invented 20 years ago in Switzerland, they were originally called the PANArt Hang.  Handpans are now made world wide, and come in many different scales and styles.  ...read more",https://users.insighttimer.com/t0E5X7J3S6f5n5s5z7B4C0q2D2D7r4x9R9h0c4B3A6y6r4Q2h3Y2L4M2F7X3Z1c6n9P2C1m6F7x0H7h7V6k7e8f3E6n2Y6h6s7F5/pictures/square_medium.jpeg
