,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
14500,thichnhathanh,t,146,2022-12-12 10:40:06.833777,name found,Thich Nhat Hanh,"Bordeaux, Nouvelle-Aquitaine, France",100.8k followers,English,Joined in Sep 2016,"Zen Master Thich Nhat Hanh is a global spiritual leader, poet and peace activist, revered around the world for his powerful teachings and bestselling writings on mindfulness and peace. He is the man Martin Luther King called “An Apostle of peace and nonviolence.” His key teaching is that, through mindfulness, we can learn to live happily in the present moment—the only way to truly develop peace, both in one’s self and in the world....read more",https://users.insighttimer.com/z8t4Y7b1E4p5E4M3B8S3A8F9f3s8g5x2a9E5T3b5H6M4J3e9D3h8n1P8E1W6C1S2w0Z6k4c2x6n8q2N3A3b5R8K8t7c6W4W8y7W4/pictures/square_medium.jpeg
14501,tomekwyczesany,t,146,2022-12-12 10:40:13.231456,name found,"Tomek Wyczesany, Ph.D.","Sydney NSW, Australia",66.1k followers,English and Polski,Joined in Sep 2016,"Tomek is a scientist, meditation facilitator, speaker and author. He is passionate about empowering people to re-engineer their lives from within and facilitates a paradigm shift in thinking to transform the innermost attitude of every person....read more",https://users.insighttimer.com/W5f8G0m5V9Z8f4H9A3B7H2y9W5C4d5c3y6y3L6m2v0u9f5u2a8N1c7S1r1Z4b0u3Z7y4f7m5v4n0h2e5P9v5P3N9N8L0c3K1d5J0/pictures/square_medium.jpeg
14502,tomevans,t,146,2022-12-12 10:40:37.138739,name found,Tom Evans,UK,65.0k followers,"English, BR. Português, Norsk, Español, 普通話, Català and Français",Joined in Sep 2016,"Tom loves taking the esoteric, the unknown and hidden, and making it exoteric, known and understood. Listen to his meditations if you want to create more time, see the future, tap into unlimited ideas and to open your heart, mind and soul. His courses on the app : The Business of Mindfulness, The Art of Timefulness, Mindfulness for Busy People : will change your world....read more",https://users.insighttimer.com/M7d3c6F2r3s2B9t8Q7G5R9G8U8V1C9K7c2Q0L8U4z3B0U9X8h7E2Y4g7y1j2Y6m9s8z7B5E6J7X2v3h0L7b3v7t0b8D3V7C0S3g8/pictures/square_medium.jpeg
14503,thestillpoint,t,146,2022-12-12 10:41:01.639561,name found,The StillPoint,"Sydney NSW, Australia",47.4k followers,English,Joined in Sep 2016,"The StillPoint is the quiet place inside yourself where you come out of thinking, and drop into being. In these moments of peace, a state of deep rest, relaxation and increased vitality can be found.

Through a variety of meditation techniques including mindfulness, visualisation, relaxation and yoga nidra, The StillPoint empowers people with the tools they need to access the healing power of stillness more easily. ...read more",https://users.insighttimer.com/W8J0e1B9Q5Z0A9M0B3a4W4w1q7K4W1n3v4M1u8b5L8M0y3t5H4u4g7n8H6Z8C4F1t1U5K6m5n3X1B1X3F7Z6w9L3C9A0E2v7z0B2/pictures/square_medium.jpeg
14504,thewongjanice,t,146,2022-12-12 10:41:10.478654,name found,The Wong Janice,"Amsterdam, Netherlands",36.4k followers,English,Joined in Feb 2019,"The Wong Janice is a sound meditation guide and cellist based in Amsterdam creating deep ambient cello meditation music. On Insight Timer she offers cello-based music in the free library, a 10-day Chakra Cleansing with Deep Cello course, and her newest course Journaling with Cello for Grounding and Positivity and is currently performing these pieces live weekly on the LIVE section of the app.

Join The Wong Janice's circles: The Wong Family, and Daily Chakra Practices...read more",https://users.insighttimer.com/e0u3x4c9u9v9B4J1p2R7U3b8Q2n0H1w6J2L2k2y7K4q4H8K9h0B4e9c0T2N5N9T6e4r9E2s5H1W4F7z9j2T9X5P1t7Z2Q3s4B9a6/pictures/square_medium.jpeg
14505,tonybrady,t,146,2022-12-12 10:41:34.922177,name found,Tony Brady,Dublin,34.6k followers,English,Joined in Sep 2016,"Tony is based in Dublin Ireland and he encourages fellow seekers in exploring and navigating a mindful path through our amazing existence. His meditations focus on gratitude, forgiveness, beginning again and positivity. Set a reminder and join him most Wednesdays on Insight Timer LIVE as the exploration continues.  You will find our friendly Group on this app by looking for ""Life of Mindfulness"". Yes, you CAN begin again today with your every good deed making a difference from now on....read more",https://users.insighttimer.com/w7W1G6G7Q5N2Z5v6U6F0G4a7v3h9a6P9B0F5u8p9c4k5C6d3q8d7f8Z7h7W7T1E6J0t5v0y2u6B7d1D7B3a4T0X6B0E9y1M4L0r6/pictures/square_medium.jpeg
14506,brainwavehub,t,146,2022-12-12 10:41:59.759498,name found,The Brainwave Hub,"London, UK",29.3k followers,English,Joined in Sep 2016,"The Brainwave Hub is the number one purveyor of brainwave entrainment audio for mindfulness, sleep, relaxation and more. We are interested in the use of sound to induce various brainstates on demand. You can also find us on YouTube!...read more",https://users.insighttimer.com/H2x4A9k8F6w1E1D4f5L5N9M3J8r3w4N0d0E7a3t3V6G6S4y7H8h7H2x0d6M9z6a2A7t1s5a0S2S3p7V2D2Y8Y7C6Z1z9j1T2y8d4/pictures/square_medium.jpeg
14507,terricole,t,146,2022-12-12 10:42:24.502841,name found,Terri Cole,,20.6k followers,English,Joined in May 2022,"Terri is a psychotherapist, global empowerment expert, author of Boundary Boss-The Essential Guide to Talk True, Be Seen and (Finally) Live Free and host of her popular podcast The Terri Cole Show.

She has a gift for making complex psychological concepts accessible and actionable for sustainable change. Meditation is an integral part of her winning formula for helping thousands of clients and students better manage stress, anxiety, insomnia (and more) to create happier, more fulfilling lives....read more",https://users.insighttimer.com/aH5nIW3DrTavv9Mm9X7w6lsrNGo1/pictures/square_medium.jpeg
14508,thetarealms,t,146,2022-12-12 10:42:49.585261,name found,Theta Realms - Brainwave Sound Journeys,"Ontario, Canada",15.6k followers,,Joined in Mar 2017,Music Custom Composed by mr Theta for Theta Realms -  Theta Realms Brainwave Meditation Music Creates best Lucid Dreaming music to induce Lucid Dreams and extremely powerful Binaural Beats Brainwave Theta Meditation Music and Astral Projection Music to navigate what many call the Astral Plane. Amazing Theta Binaural Beats and custom Music created for Out of Body Perception....read more,https://users.insighttimer.com/t9G9e6N0x4H6p4t6p8S9f1a0n2g0Q2P5V1R8N4K5E6n7m5W3w3W7V0v3T4V0U5s7s2j2z2Q7C1F8n8Y1F1W7V4t4c4b9b4W9Q9M6/pictures/square_medium.jpeg
14509,tombushlack,t,146,2022-12-12 10:42:59.788555,name found,Thomas J Bushlack,"St. Louis, MO, USA",15.5k followers,English,Joined in Sep 2016,"My goal is to create spaces for contemplative practices to give way to practical wisdom and compassionate action.  The vision that guides my work is to share the fruits of contemplation with others, and my mission is to inspire students of all ages to mindfully and intentionally participate in their ongoing process of change and growth for their own well-being, and for the common good of all.  ...read more",https://users.insighttimer.com/c6r4S4d4R3h0Q8X8a9h3P0h8Y7D6m5E7e7T0M6D6D6T4z1L2v0V6c8T1a1U5P5R6e6K0d7D5h4m6t2H8T2g2e0S3e7c8A5L1b8A5/pictures/square_medium.jpeg
